"id","Phenotype"
"80185","Mental retardation, autosomal recessive 39(615541)"
"80199","Neural tube defects, susceptibility to(182940)"
"80201","Retinitis pigmentosa 92(619614)"
"80204","Intellectual developmental disorder with dysmorphic facies and behavioral abnormalities(618089)"
"80206","Cardiomyopathy, familial hypertrophic, 28(619402)"
"80207","Optic atrophy 3, autosomal dominant(165300)|Methylglutaconic aciduria, type iii(258501)"
"80208","Amyotrophic lateral sclerosis 5, juvenile(602099)|Spastic paraplegia 11, autosomal recessive(604360)|Tooth disease, axonal, type 2x(616668)"
"8021","Leukemia, acute myeloid(601626)|Leukemia, acute lymphoblastic(613065)|Induced, susceptibility to, 9(618426)"
"80210","Joubert syndrome 30(617622)"
"80216","Retinal dystrophy, optic nerve edema, splenomegaly, anhidrosis, and migraine headache syndrome(614979)"
"80217","Pressure, 1(236690)|Spermatogenic failure 19(617592)"
"8022","Pituitary hormone deficiency, combined, 3(221750)"
"80222","Combined oxidative phosphorylation deficiency 21(615918)"
"80224","Mitochondrial complex i deficiency, nuclear type 21(618242)"
"80232","Deardorff syndrome(617616)"
"80254","Seckel syndrome 6(614728)"
"80267","Congenital disorder of glycosylation, type 2v(619493)"
"80270","Bile acid synthesis defect, congenital, 1(607765)"
"8028","Leukemia, acute myeloid(601626)"
"8029","Grasbeck syndrome 1(261100)|Proteinuria, chronic benign(618884)"
"80308","Lipid storage myopathy due to flavin adenine dinucleotide synthetase deficiency(255100)"
"80311","Linked 103(300982)"
"80324","Myopathy, lactic acidosis, and sideroblastic anemia 1(600462)"
"80326","Tooth agenesis, selective, 4(150400)|Passarge syndrome(224750)|Odontoonychodermal dysplasia(257980)"
"80331","Ceroid lipofuscinosis, neuronal, 4b (kufs type), autosomal dominant(162350)"
"80347","Neurodegeneration with brain iron accumulation 6(615643)|Pontocerebellar hypoplasia, type 12(618266)"
"8036","Like disorder with loose anagen hair 1(607721)"
"8048","Cardiomyopathy, dilated, 1m(607482)|Cardiomyopathy, familial hypertrophic, 12(612124)"
"805","Long qt syndrome 15(616249)"
"8050","Binding protein deficiency(245349)"
"80704","Responsive type)(607483)"
"80705","Spermatogenic failure 26(617961)"
"80736","Deafness, autosomal dominant 72(617606)"
"80739","Thrombocytopenia, anemia, and myelofibrosis(617441)"
"8074","Hypophosphatemic rickets, autosomal dominant(193100)|Tumoral calcinosis, hyperphosphatemic, familial, 2(617993)"
"80746","Pontocerebellar hypoplasia, type 2b(612389)"
"8076","Aortic aneurysm, familial thoracic 9(616166)"
"80776","Meckel syndrome, type 10(614175)"
"80781","Knobloch syndrome 1(267750)|Angle(618880)"
"808","Long qt syndrome 16(618782)"
"80816","Ropers syndrome(615485)"
"80821","Spastic paraplegia 28, autosomal recessive(609340)"
"80832","Schizophrenia(181500)"
"8085","Kabuki syndrome 1(147920)"
"80856","Neurodevelopmental disorder with epilepsy and hypoplasia of the corpus callosum(618090)"
"8086","Alacrima syndrome(231550)"
"8087","Myopathy, congenital, with respiratory insufficiency and bone fractures(618822)|Myopathy, congenital proximal, with minicore lesions(618823)"
"8091","Russell syndrome 5(618908)"
"8092","Frontonasal dysplasia 3(613456)"
"81","Focal segmental glomerulosclerosis 1(603278)"
"81027","Related(613112)"
"81031","Arterial tortuosity syndrome(208050)"
"81034","Responsive(616839)"
"8106","Oculopharyngeal muscular dystrophy(164300)"
"811","Thrombocythemia 1(187950)|Myelofibrosis(254450)"
"8111","Amelogenesis imperfecta, hypomaturation type, iia6(617217)"
"8120","Developmental and epileptic encephalopathy 48(617276)"
"8131","Epilepsy, familial focal, with variable foci 3(617118)"
"8139","Giant axonal neuropathy 1, autosomal recessive(256850)"
"8148","Chondrosarcoma, extraskeletal myxoid(612237)"
"81494","C3 glomerulopathy 3(614809)"
"815","Mental retardation, autosomal dominant 53(617798)|Mental retardation, autosomal recessive 63(618095)"
"81545","Neuronopathy, distal hereditary motor, type iid(615575)"
"81555","Microcephaly, epilepsy, and diabetes syndrome 2(619278)"
"81562","Mental retardation, autosomal recessive 52(616887)"
"81570","Methylglutaconic aciduria, type vii(616271)"
"816","Mental retardation, autosomal dominant 54(617799)"
"81603","Focal segmental glomerulosclerosis and neurodevelopmental syndrome(619428)"
"81607","Syndactyly syndrome 1(613573)"
"81620","Gorlin syndrome 4(613804)"
"81622","Specific), susceptibility to, 1(610551)"
"81624","Auditory neuropathy, autosomal dominant, 1(609129)"
"81689","Multiple mitochondrial dysfunctions syndrome 5(617613)"
"81693","Grasbeck syndrome 2(618882)"
"81704","Ige recurrent infection syndrome 2, autosomal recessive(243700)"
"81788","Anencephaly 2(619452)"
"81790","Ataxia, sensory, 1, autosomal dominant(608984)"
"81794","Marchesani syndrome 1(277600)"
"818","Intellectual developmental disorder, autosomal dominant 59(618522)"
"81839","Neural tube defects, susceptibility to(182940)|Sacral defect with anterior meningocele(600145)"
"81846","Tooth disease, type 4b2(604563)"
"81848","Hypogonadotropic hypogonadism 7 with or without anosmia(146110)|Hypogonadotropic hypogonadism 17 with or without anosmia(615266)"
"81857","Tooth disease, axonal, type 2b2(605589)|Yosef syndrome(616449)"
"81887","Turner type(309585)"
"8192","Perrault syndrome 3(614129)"
"8195","Kaufman syndrome(236700)|Biedl syndrome 6(605231)"
"8200","Brachydactyly, type a2(112600)|Brachydactyly, type c(113100)|Acromesomelic dysplasia 2a(200700)|Acromesomelic dysplasia 2c(201250)|Acromesomelic dysplasia 2b(228900)|Multiple synostoses syndrome 2(610017)|Osteoarthritis susceptibility 5(612400)|Brachydactyly, type a1, c(615072)|Symphalangism, proximal, 1b(615298)"
"8204","Congenital anomalies of kidney and urinary tract 3(618270)"
"8214","Velocardiofacial syndrome(192430)"
"8216","Noonan syndrome 2(605275)|Schwannomatosis 2(615670)|Noonan syndrome 10(616564)"
"8220","Velocardiofacial syndrome(192430)"
"823","Spastic paraplegia 76, autosomal recessive(616907)"
"8239","Linked 99(300919)|Restricted(300968)"
"8241","Tarp syndrome(311900)"
"8242","Jensen type(300534)"
"8243","Cornelia de lange syndrome 2(300590)|Developmental and epileptic encephalopathy 85 with or without midline brain defects(301044)"
"825","Girdle, autosomal recessive 1(253600)|Girdle, autosomal dominant 4(618129)"
"8260","Ogden syndrome(300855)|Microphthalmia, syndromic 1(309800)"
"8270","Linked(301006)"
"8284","Linked, 2(415000)"
"8287","Linked, 2(415000)"
"8288","Eosinophil peroxidase deficiency(261500)"
"8289","Siris syndrome 2(614607)"
"8291","Girdle, autosomal recessive 2(253601)|Miyoshi muscular dystrophy 1(254130)|Myopathy, distal, with anterior tibial onset(606768)"
"8292","Myasthenic syndrome, congenital, 5(603034)"
"8295","Developmental delay with or without dysmorphic facies and autism(618454)|Deafness, autosomal dominant 75(618778)"
"8301","Leukemia, acute myeloid(601626)"
"8309","Bile acid synthesis defect, congenital, 6(617308)"
"831","Peeling skin with leukonychia, acral punctate keratoses, cheilitis, and knuckle pads(616295)"
"8312","Hepatocellular carcinoma(114550)|Caudal duplication anomaly(607864)"
"8313","Colorectal cancer(114500)|Colorectal cancer syndrome(608615)"
"8314","Tumor predisposition syndrome(614327)"
"8318","Gorlin syndrome 7(617063)"
"8322","Exudative vitreoretinopathy 1(133780)"
"8323","Nail disorder, nonsyndromic congenital, 1(161050)"
"8328","Type, 17(187900)"
"833","Microcephaly, developmental delay, and brittle hair syndrome(618891)"
"83394","Rod dystrophy 5(600977)"
"83449","Spermatogenic failure 31(618112)"
"83452","Mccort dysplasia 2(615222)"
"83479","Orofaciodigital syndrome v(174300)"
"83480","Neurodevelopmental disorder with microcephaly and gray sclerae(617051)"
"83483","Losing enteropathy type(618183)"
"83538","Ciliary dyskinesia, primary, 35(617092)"
"83544","Ciliary dyskinesia, primary, 16(614017)"
"83550","Chromosome xq26.3 duplication syndrome(300942)|Secreting(300943)"
"83552","Nanophthalmos 2(609549)|Microphthalmia, isolated 5(611040)"
"83605","Cerebral cavernous malformations 2(603284)"
"83636","Neurodegeneration with brain iron accumulation 4(614298)|Spastic paraplegia 43, autosomal recessive(615043)"
"83696","Mental retardation, autosomal recessive 13(613192)"
"83700","Hemorrhagic destruction of the brain, subependymal calcification, and cataracts(613730)"
"83706","Leukocyte adhesion deficiency, type iii(612840)"
"83715","Deafness, autosomal recessive 36, with or without vestibular involvement(609006)|Usher syndrome, type 1m(618632)"
"83723","Rod dystrophy 22(619531)"
"83737","Autoimmune disease, multisystem, with facial dysmorphism(613385)"
"8379","Prostate cancer(176807)"
"83861","Ciliary dyskinesia, primary, 32(616481)"
"83872","Related, 1(603075)"
"83879","Facial anomalies syndrome 3(616910)"
"83893","Spermatogenic failure 6(102530)"
"83894","Spermatogenic failure 42(618745)"
"83932","Aalfs syndrome(616200)"
"83938","Albinism, oculocutaneous, type vii(615179)"
"83959","Corneal dystrophy and perceptive deafness(217400)|Corneal endothelial dystrophy(217700)|Corneal dystrophy, fuchs endothelial, 4(613268)"
"8398","Neurodegeneration with brain iron accumulation 2a(256600)|Neurodegeneration with brain iron accumulation 2b(610217)|Parkinson disease 14, autosomal recessive(612953)"
"83987","Three m syndrome 3(614205)"
"83990","Breast cancer(114480)|Fanconi anemia, complementation group j(609054)"
"83999","Ectodermal dysplasia 13, hair/tooth type(617392)"
"8402","Paragangliomas 6(618464)"
"8405","De vries syndrome, type 1(618828)|De vries syndrome, type 2(618829)"
"84059","Febrile seizures, familial, 4(604352)|Usher syndrome, type iic(605472)"
"84061","Barr virus infection, and neoplasia(300853)|Congenital disorder of glycosylation, type icc(301031)"
"84062","Pudlak syndrome 7(614076)"
"84065","Neurodevelopmental disorder with motor and speech delay and behavioral abnormalities(619470)"
"84068","Short stature, amelogenesis imperfecta, and skeletal dysplasia with scoliosis(618363)"
"84071","Spermatogenic failure 38(618433)"
"84074","Spermatogenic failure 35(618341)"
"841","Breast cancer(114480)|Hepatocellular carcinoma(114550)|Lung cancer(211980)|Caspase 8 deficiency(607271)"
"84100","Biedl syndrome 1(209900)|Retinitis pigmentosa(268000)|Biedl syndrome 3(600151)|Retinitis pigmentosa 55(613575)"
"84131","Rod dystrophy and hearing loss 1(617236)"
"84138","Epilepsy, progressive myoclonic, 12(619191)"
"84140","Retinitis pigmentosa 28(606068)"
"84146","Myopia 21, autosomal dominant(614167)"
"84148","Hubshman syndrome(618974)"
"84153","Goutieres syndrome 3(610329)"
"84162","Kucinskas syndrome(617822)"
"84168","Gapo syndrome(230740)|Hemangioma, capillary infantile(602089)"
"84172","Treacher collins syndrome 4(618939)"
"84173","Deafness, autosomal recessive 88(615429)|Deafness, autosomal dominant 81(619500)"
"84188","Coa reductase 1 disorder(616154)|Cataracts, spastic paraparesis, and speech delay(619338)"
"84189","Deafness and myopia(221200)"
"8419","Cataract 12, multiple types(611597)"
"84197","Dystroglycanopathy (congenital with brain and eye anomalies), type a, 12(615249)|Girdle), type c, 12(616094)"
"84225","Spermatogenic failure 14(615842)"
"84231","Cardiac, facial, and digital anomalies with developmental delay(618164)"
"84233","Optic atrophy 7 with or without auditory neuropathy(612989)"
"8425","Cutis laxa, autosomal recessive, type ic(613177)"
"84265","Short stature, oligodontia, dysmorphic facies, and motor delay(619234)"
"84274","Coenzyme q10 deficiency, primary, 9(619028)"
"84277","Leber hereditary optic neuropathy, autosomal recessive(619382)"
"84295","Lehmann syndrome(301900)"
"843","Autoimmune lymphoproliferative syndrome, type iia(603909)|Hodgkin, familial(605027)|Gastric cancer(613659)"
"84300","Mitochondrial complex iii deficiency, nuclear type 7(615824)"
"8431","Obesity(601665)"
"84314","Meckel syndrome 13(617562)|Orofaciodigital syndrome xvi(617563)"
"84317","Congenital disorder of glycosylation, type iio(616828)"
"84334","Mitochondrial complex iv deficiency, nuclear type 17(619061)"
"84340","Combined oxidative phosphorylation deficiency 39(618397)"
"84342","Congenital disorder of glycosylation, type iih(611182)"
"84343","Pudlak syndrome 3(614072)"
"8438","Breast cancer(114480)|Hodgkin, familial(605027)"
"844","Myopathy, vacuolar, with casq1 aggregates(616231)"
"8443","Rhizomelic chondrodysplasia punctata, type 2(222765)"
"84433","Immunodeficiency 11(615206)|Cell anergy(616452)|Immunodeficiency 11b with atopic dermatitis(617638)"
"84464","Fanconi anemia, complementation group p(613951)"
"84466","Onset(614399)"
"8449","Neuromuscular oculoauditory syndrome(618733)"
"845","Ventricular tachycardia, catecholaminergic polymorphic, 1, with or without atrial dysfunction and/or dilated cardiomyopathy(604772)|Ventricular tachycardia, catecholaminergic polymorphic, 2(611938)"
"8450","Linked, syndromic, cabezas type(300354)"
"84504","Spastic ataxia 8, autosomal recessive, with hypomyelinating leukodystrophy(617560)"
"84515","Premature ovarian failure 10(612885)"
"8452","Pseudohypoaldosteronism, type iie(614496)|Neurodevelopmental disorder with or without autism or seizures(619239)"
"84520","Mowat syndrome 9(619603)"
"84522","Neutropenia, severe congenital, 6, autosomal recessive(616022)"
"84529","Anemia, congenital dyserythropoietic, type ib(615631)"
"8456","Cell immunodeficiency, congenital alopecia, and nail dystrophy(601705)|Cell lymphopenia, infantile, with or without nail dystrophy, autosomal dominant(618806)"
"84570","Fibrosis of extraocular muscles, congenital, 5(616219)"
"84572","Mucolipidosis iii gamma(252605)"
"846","Hypocalciuric hypercalcemia, familial, type i(145980)|Hyperparathyroidism, neonatal severe(239200)|Hypocalcemia, autosomal dominant 1(601198)|Epilepsy, idiopathic generalized, susceptibility to, 8(612899)"
"84617","Facial palsy, congenital, with ptosis and velopharyngeal dysfunction(617732)"
"8462","Onset diabetes of the young, type 7(610508)"
"84627","Brittle cornea syndrome 1(229200)"
"84628","Neurodevelopmental disorder with behavioral abnormalities, absent speech, and hypotonia(618718)"
"84634","Precocious puberty, central, 1(176400)|Hypogonadotropic hypogonadism 8 with or without anosmia(614837)"
"84662","Nephronophthisis 7(611498)"
"84665","Cardiomyopathy, dilated, 1kk(615248)|Nemaline myopathy 11, autosomal recessive(617336)"
"84667","Spondylocostal dysostosis 4, autosomal recessive(613686)"
"84668","Leukodystrophy, hypomyelinating, 5(610532)"
"84679","Linked 108(301024)"
"84693","Coa epimerase deficiency(251120)"
"84699","Hypertriglyceridemia 2(619324)"
"847","Acatalasemia(614097)"
"84700","Feil syndrome 4, autosomal recessive, with nemaline myopathy and facial dysmorphism(616549)"
"84701","Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis(612714)"
"84705","Combined oxidative phosphorylation deficiency 23(616198)"
"84706","Neurodevelopmental disorder with spastic paraplegia and microcephaly(616281)"
"8471","Hypothyroidism, congenital, nongoitrous, 9(301035)"
"84720","Hyperphosphatasia with mental retardation syndrome 2(614749)"
"8473","Linked 106(300997)"
"84733","46,xy sex reversal 5(613080)"
"8481","Behmel syndrome, type 2(300209)|Retinitis pigmentosa 23(300424)|Joubert syndrome 10(300804)|Orofaciodigital syndrome i(311200)"
"84816","Optic atrophy 10 with or without ataxia, mental retardation, and seizures(616732)"
"84818","Candidiasis, familial, 9(616445)"
"8482","Blood group, john milton hagen system(614745)"
"84823","Lipodystrophy, partial, acquired, susceptibility to(608709)|Epilepsy, progressive myoclonic, 9(616540)|Microcephaly 27, primary, autosomal dominant(619180)"
"8483","Intervertebral disc disease(603932)"
"84833","Mitochondrial complex v (atp synthase) deficiency, nuclear type 6(618683)"
"84839","Rod dystrophy 11(610381)|Related, 6(613757)"
"84842","Neurodevelopmental disorder with progressive spasticity and brain white matter abnormalities(619026)|Spastic paraplegia 83, autosomal recessive(619027)"
"84868","Like(618398)"
"84876","Immunodeficiency 9(612782)|Myopathy, tubular aggregate, 2(615883)"
"84879","Neurodevelopmental disorder with progressive microcephaly, spasticity, and brain imaging abnormalities(616486)"
"84888","Immunodeficiency 86(619549)"
"84892","Dystroglycanopathy (congenital with brain and eye anomalies), type a, 8(614830)|Girdle), type c, 8(618135)"
"84894","Mental retardation, autosomal recessive 64(618103)"
"84896","Hyperekplexia 4(618011)"
"8490","Hypertension, essential(145500)"
"84905","Ige recurrent infection syndrome 3, autosomal recessive(618282)"
"84909","Dystonia 31(619565)"
"84919","Microcephaly, short stature, and impaired glucose metabolism 2(616817)"
"8492","Mental retardation, autosomal recessive 1(249500)"
"8493","Breast cancer(114480)|De vries syndrome(617450)"
"84942","Mowat syndrome 1(251300)"
"84947","Like syndrome(614739)"
"84957","Amelogenesis imperfecta, type iiic(618386)"
"84984","Morbid obesity and spermatogenic failure(615703)"
"84987","Mitochondrial complex iv deficiency, nuclear type 10(619053)"
"84992","Hyperphosphatasia with mental retardation syndrome 6(616809)"
"85007","Phosphohydroxylysinuria(615011)"
"85015","Leber congenital amaurosis 19(618513)"
"85016","Ciliary dyskinesia, primary, 38(618063)"
"85021","Neurodegeneration with brain iron accumulation 7(617916)"
"8504","Peroxisome biogenesis disorder 10a (zellweger)(614882)|Peroxisome biogenesis disorder 10b(617370)"
"8506","Lethal congenital contracture syndrome 7(616286)|Neuropathy, congenital hypomyelinating, 3(618186)"
"8516","Renal hypodysplasia/aplasia 1(191830)"
"8517","Ectodermal dysplasia and immunodeficiency 1(300291)|Immunodeficiency 33(300636)|Incontinentia pigmenti(308300)"
"8518","Medulloblastoma(155255)|Neuropathy, hereditary sensory and autonomic, type iii(223900)"
"8526","Nephrotic syndrome, type 7(615008)"
"85300","Cerebellar ataxia, cayman type(601238)"
"85301","Steel syndrome(615155)"
"85320","Apocrine gland secretion, variation in(117800)"
"85358","Mcdermid syndrome(606232)|Schizophrenia 15(613950)"
"85365","Congenital disorder of glycosylation, type ii(607906)|Myasthenic syndrome, congenital, 14(616228)"
"85366","Cardiomyopathy, familial hypertrophic, 1(192600)"
"85378","Microcephaly and chorioretinopathy, autosomal recessive, 1(251270)"
"8540","Rhizomelic chondrodysplasia punctata, type 3(600121)"
"8542","Focal segmental glomerulosclerosis 4, susceptibility to(612551)"
"85440","Developmental and epileptic encephalopathy 23(615859)"
"85446","Marsili syndrome(147430)"
"8546","Pudlak syndrome 2(608233)"
"85465","Spastic paraplegia 81, autosomal recessive(618768)"
"8547","Ficolin 3 deficiency(613860)"
"85476","Combined oxidative phosphorylation deficiency 1(609060)"
"85478","Ciliary dyskinesia, primary, 27(615504)"
"8556","Deafness, autosomal recessive 32, with or without immotile sperm(608653)"
"8557","Girdle, autosomal recessive 7(601954)|Cardiomyopathy, familial hypertrophic, 25(607487)"
"8558","Al kaissi syndrome(617694)"
"8560","Leukodystrophy, hypomyelinating, 18(618404)"
"8565","Tooth disease, dominant intermediate c(608323)|Onset 2(619418)"
"8566","Neuropathy, hereditary motor and sensory, type vic, with optic atrophy(618511)"
"8567","Deeah syndrome(619004)|Neurodevelopmental disorder with dysmorphic facies, impaired speech, and hypotonia(619005)"
"857","Lipodystrophy, familial partial, type 7(606721)|Lipodystrophy, congenital generalized, type 3(612526)|Pulmonary hypertension, primary, 3(615343)"
"8572","Osteoporosis(166710)"
"8573","Fg syndrome 4(300422)|Intellectual developmental disorder with microcephaly and pontine and cerebellar hypoplasia(300749)|Anemia, nonspherocytic hemolytic, due to g6pd deficiency(300908)"
"8575","Dystonia 16(612067)"
"859","Creatine phosphokinase, elevated serum(123320)|Cardiomyopathy, familial hypertrophic, 1(192600)|Rippling muscle disease 2(606072)|Long qt syndrome 9(611818)|Myopathy, distal, tateyama type(614321)"
"860","Cleidocranial dysplasia(119600)|Metaphyseal dysplasia with maxillary hypoplasia with or without brachydactyly(156510)"
"8600","Osteopetrosis, autosomal recessive 2(259710)"
"8604","Developmental and epileptic encephalopathy 39(612949)"
"861","Platelet disorder, familial, with associated myeloid malignancy(601399)|Leukemia, acute myeloid(601626)"
"8621","Congenital heart defects, dysmorphic facial features, and intellectual developmental disorder(617360)"
"8622","Striatal degeneration, autosomal dominant 1(609161)|Pigmented nodular adrenocortical disease, primary, 3(614190)"
"8625","Bare lymphocyte syndrome, type ii(209920)"
"8626","Adult syndrome(103285)|Cleft lip/palate(106260)|Hodgkin syndrome(129400)|Mammary syndrome(603543)|Ectrodactyly, ectodermal dysplasia, and cleft lip/palate syndrome 3(604292)|Hand/foot malformation 4(605289)|Orofacial cleft 8(618149)"
"8632","Spermatogenic failure 39(618643)"
"8635","Leukoencephalopathy, cystic, without megalencephaly(612951)"
"8642","Van maldergem syndrome 1(601390)|Mitral valve prolapse 2(607829)"
"8643","Basal cell nevus syndrome(109400)|Medulloblastoma(155255)|Basal cell carcinoma, susceptibility to, 1(605462)"
"8647","Cholestasis, progressive familial intrahepatic, 2(601847)|Cholestasis, benign recurrent intrahepatic, 2(605479)"
"865","Leukemia, acute myeloid(601626)"
"8651","Autoinflammatory syndrome, familial, with or without immunodeficiency(619375)"
"8653","Linked, 2(415000)"
"8659","Hyperprolinemia, type ii(239510)"
"866","Binding globulin deficiency(611489)"
"8660","Type 2 diabetes mellitus(125853)"
"86614","Linked, 2(415000)"
"8665","Intellectual developmental disorder, autosomal recessive 67(618295)"
"867","Juvenile myelomonocytic leukemia(607785)|Like disorder with or without juvenile myelomonocytic leukemia(613563)"
"8671","Renal tubular acidosis, proximal, with ocular abnormalities and mental retardation(604278)"
"8675","Pseudohypoparathyroidism, type ib(603233)"
"8676","Hemophagocytic lymphohistiocytosis, familial, 4(603552)"
"8694","Losing enteropathy type(615863)"
"87","Type, 15(615193)"
"8701","Ciliary dyskinesia, primary, 7(611884)"
"8706","Blood group, p1pk system(111400)|Blood group, globoside system(615021)"
"871","Preterm premature rupture of the membranes(610504)|Osteogenesis imperfecta, type x(613848)"
"8710","Palmoplantar keratoderma, nagashima type(615598)"
"87178","Combined oxidative phosphorylation deficiency 13(614932)|Deafness, autosomal recessive 70(614934)"
"8720","Fu type(618392)"
"8722","Ceroid lipofuscinosis, neuronal, 13 (kufs type)(615362)"
"8726","Gibson syndrome(617561)"
"8729","Tooth disease, axonal, type 2gg(606483)"
"8733","Glycosylphosphatidylinositol biosynthesis defect 15(617810)"
"8737","Immunodeficiency 57 with autoinflammation(618108)|Autoinflammation with episodic fever and lymphadenopathy(618852)"
"8738","Mental retardation, autosomal recessive 34, with variant lissencephaly(614499)"
"875","Synthase deficiency(236200)"
"8754","Rod dystrophy 9(612775)"
"8763","Deafness, autosomal dominant 66(616969)"
"8772","Infections, recurrent, with encephalopathy, hepatic dysfunction, and cardiovascular malformations(613759)"
"8777","Hydrocephalus, congenital, 2, with or without brain or eye anomalies(615219)"
"8787","Prolonged electroretinal response suppression(608415)"
"8792","Familial expansile osteolysis(174810)|Onset(602080)|Osteopetrosis, autosomal recessive 7(612301)"
"8795","Squamous cell carcinoma, head and neck(275355)"
"8799","Peroxisome biogenesis disorder 14b(614920)"
"88","Cardiomyopathy, dilated, 1aa, with or without left ventricular noncompaction(612158)|Line abnormalities(618654)|Onset, autosomal dominant(618655)"
"8802","Mitochondrial dna depletion syndrome 9 (encephalomyopathic type with methylmalonic aciduria)(245400)"
"8803","Mitochondrial dna depletion syndrome 5 (encephalomyopathic with or without methylmalonic aciduria)(612073)"
"8812","Intellectual developmental disorder with hypertelorism and distinctive facies(618147)"
"8813","Congenital disorder of glycosylation, type ie(608799)"
"8815","Guillermo progeria syndrome(614008)"
"8818","Congenital disorder of glycosylation, type iu(615042)"
"8820","Septooptic dysplasia(182230)"
"8822","Hypogonadotropic hypogonadism 7 with or without anosmia(146110)|Hypogonadotropic hypogonadism 20 with or without anosmia(615270)"
"8823","5 fusion(309630)"
"8831","Mental retardation, autosomal dominant 5(612621)"
"8838","Progressive pseudorheumatoid dysplasia(208230)"
"8842","Stargardt disease 4(603786)|Macular dystrophy, retinal, 2(608051)|Retinitis pigmentosa 41(612095)|Rod dystrophy 12(612657)"
"8858","Protein z deficiency(614024)"
"8863","Advanced sleep phase syndrome, familial, 3(616882)"
"8864","Advanced sleep phase syndrome, familial, 1(604348)"
"8867","Onset(615530)|Developmental and epileptic encephalopathy 53(617389)"
"8869","Salt and pepper developmental regression syndrome(609056)"
"8878","Paget disease of bone 3(167250)|Frontotemporal dementia and/or amyotrophic lateral sclerosis 3(616437)|Onset(617145)|Myopathy, distal, with rimmed vacuoles(617158)"
"8879","Nephrotic syndrome, type 14(617575)"
"8882","Growth restriction, hypoplastic kidneys, alopecia, and distinctive facies(619321)"
"8884","Responsive(618973)"
"8888","Peripheral neuropathy, autosomal recessive, with or without impaired intellectual development(618124)"
"889","Cerebral cavernous malformations(116860)"
"8890","Leukoencephalopathy with vanishing white matter(603896)"
"8891","Leukoencephalopathy with vanishing white matter(603896)"
"8892","Leukoencephalopathy with vanishing white matter(603896)"
"8893","Leukoencephalopathy with vanishing white matter(603896)"
"8898","Tooth disease, type 4b1(601382)"
"89","Actn3 deficiency(617749)"
"8905","Pettigrew syndrome(304340)"
"8910","Dystonia 11, myoclonic(159900)"
"8912","Epilepsy, childhood absence, susceptibility to, 6(611942)|Hyperaldosteronism, familial, type iv(617027)"
"8913","Spinocerebellar ataxia 42(616795)|Onset, severe, with neurodevelopmental deficits(618087)"
"8915","Associated lymphoid type(137245)|Mesothelioma, malignant(156240)|Testicular germ cell tumor(273300)|Hodgkin, familial(605027)|Immunodeficiency 37(616098)"
"8924","Willi syndrome(176270)|Skin/hair/eye pigmentation, variation in, 1(227220)|Mental retardation, autosomal recessive 38(615516)"
"8925","Macrocephaly, dysmorphic facies, and psychomotor retardation(617011)"
"8929","Central hypoventilation syndrome, congenital, 1(209880)|Neuroblastoma, susceptibility to, 2(613013)"
"8936","Neurodevelopmental disorder with absent language and variable seizures(618707)"
"894","Hydrocephalus syndrome 3(615938)"
"8942","Hydroxykynureninuria(236800)|Vertebral, cardiac, renal, and limb defects syndrome 2(617661)"
"8943","Pudlak syndrome 10(617050)"
"8974","Myopia 25, autosomal dominant(617238)"
"89765","Ciliary dyskinesia, primary, 24(615481)"
"89781","Pudlak syndrome 4(614073)"
"8985","Bone fragility with contractures, arterial rupture, and deafness(612394)"
"89869","Spermatogenic failure 17(617214)"
"89874","Mitochondrial dna depletion syndrome 18(618811)"
"89876","Spermatogenic failure 51(619177)"
"8988","Neuronopathy, distal hereditary motor, type iic(613376)"
"89884","Pituitary hormone deficiency, combined, 4(262700)"
"8989","Episodic pain syndrome, familial, 1(615040)"
"89891","Rib thoracic dysplasia 11 with or without polydactyly(615633)"
"899","Frontotemporal dementia and/or amyotrophic lateral sclerosis 5(619141)"
"8991","Extraoral halitosis due to methanethiol oxidase deficiency(618148)"
"89910","Kaufman oculocerebrofacial syndrome(244450)"
"8996","Myoclonus, familial, 1(614937)"
"89970","Alkuraya type(616723)"
"90","Fibrodysplasia ossificans progressiva(135100)"
"90121","Blackfan anemia 14 with mandibulofacial dysostosis(300946)"
"90161","Miozzo syndrome(301025)"
"90167","Linked(310700)"
"90268","Autoinflammation, panniculitis, and dermatosis syndrome(617099)"
"90411","Factor v and factor viii, combined deficiency of, 2(613625)"
"90416","Cardiofacioneurodevelopmental syndrome(619123)"
"90417","Chitayat syndrome(613328)"
"9049","Pituitary adenoma 1, multiple types(102200)|Secreting(219090)"
"9051","Pyogenic sterile arthritis, pyoderma gangrenosum, and acne(604416)"
"90522","Masson syndrome(619125)"
"9054","Combined oxidative phosphorylation deficiency 52(619386)"
"9056","Lysinuric protein intolerance(222700)"
"9060","Brachyolmia type 4 with mild epiphyseal and metaphyseal changes(612847)"
"90624","Mitochondrial complex iii deficiency, nuclear type 8(615838)"
"90665","Linked 2(400047)"
"90678","Tooth disease, axonal, type 2p(614436)"
"9071","Helix syndrome(617671)"
"9075","Azoospermia, obstructive, with nephrolithiasis(301060)"
"9076","Ichthyosis, leukocyte vacuoles, alopecia, and sclerosing cholangitis(607626)"
"9080","Deafness, autosomal recessive 116(619093)"
"9081","Linked, 2(415000)"
"9082","Linked, 2(415000)"
"9083","Linked, 2(415000)"
"9084","Linked, 2(415000)"
"9085","Linked, 2(415000)"
"9091","Seizures syndrome 4(618548)"
